character,category,line_id,text,filename,characters
sully,hint,back_bay_q5,"H.H. Richardson. Trinity Church. Richardsonian Romanesque - they named a whole style after him. Died at 47.",sully_hint_back_bay_q5.mp3,111
sully,hint,cambridge_q1,"MIT moved from Back Bay to Cambridge in 1916. Crossed the Charles River. Best decision they ever made.",sully_hint_cambridge_q1.mp3,103
sully,hint,cambridge_q2,"Harvard. 1636. Oldest college in America. Before there was an America. Think about that.",sully_hint_cambridge_q2.mp3,90
sully,hint,cambridge_q3,"Statue of Three Lies. Wrong date, wrong face, wrong title. John Harvard wasn't the founder. Everyone rubs the shoe anyway.",sully_hint_cambridge_q3.mp3,123
sully,hint,cambridge_q4,"MIT AI Lab. 1959. McCarthy, Minsky. They thought machines could think. Turns out they were right.",sully_hint_cambridge_q4.mp3,100
sully,hint,cambridge_q5,"Newtowne. That's what Cambridge was called before 1638. Then they renamed it after the English university. Ambitious.",sully_hint_cambridge_q5.mp3,117
sully,hint,dorchester_q1,"JFK was born in Brookline, not Dorchester. Common mistake. 83 Beals Street. You can visit the house.",sully_hint_dorchester_q1.mp3,103
sully,hint,dorchester_q2,"Dorchester is huge. One-sixth of Boston. Six square miles. People don't realize how big it is.",sully_hint_dorchester_q2.mp3,97
sully,hint,dorchester_q3,"Triple-deckers. Three floors, three families. That's how working people built this neighborhood. Smart design.",sully_hint_dorchester_q3.mp3,112
sully,hint,dorchester_q4,"Dorchester Heights. Washington put cannons up there. British looked up, saw them, and left. March 17, 1776.",sully_hint_dorchester_q4.mp3,111
sully,hint,dorchester_q5,"Cape Verde. One of the biggest Cape Verdean communities in America is right here in Dorchester. Beautiful people.",sully_hint_dorchester_q5.mp3,115
sully,hint,downtown_q1,"Sixteen stops on the Freedom Trail. Most tourists quit after ten. I walked all sixteen. Every year. Paid my respects.",sully_hint_downtown_q1.mp3,119
sully,hint,downtown_q2,"Faneuil Hall was a marketplace first. Ground floor for goods, upstairs for meetings. The liberty stuff came later.",sully_hint_downtown_q2.mp3,117
sully,hint,downtown_q3,"Boston Massacre. Outside the Old State House. March 5, 1770. Crispus Attucks was the first to fall.",sully_hint_downtown_q3.mp3,101
sully,hint,downtown_q4,"Grasshopper weathervane on Faneuil Hall. Shem Drowne made it in 1742. During the Revolution, it was a loyalty test.",sully_hint_downtown_q4.mp3,117
sully,hint,downtown_q5,"Old North Church is in the North End. Not Downtown. Different neighborhood. Common mistake.",sully_hint_downtown_q5.mp3,91
sully,hint,seaport_q1,"Big Dig. Almost fifteen billion dollars. Started at two billion. Cost overruns, corruption. But it worked. Mostly.",sully_hint_seaport_q1.mp3,114
sully,hint,seaport_q2,"They buried the Central Artery. I-93. Rose Kennedy Greenway on top now. Named after JFK's mother.",sully_hint_seaport_q2.mp3,100
sully,hint,seaport_q3,"Used to be warehouses and fishing. South Boston Waterfront. Nobody wanted to live there. Look at it now.",sully_hint_seaport_q3.mp3,105
sully,hint,seaport_q4,"Tea Party Ships museum. You can throw tea in the harbor. Every tourist does it. I did it three times.",sully_hint_seaport_q4.mp3,105
sully,hint,seaport_q5,"Ted Williams Tunnel. About 1.6 miles. Part of the Big Dig. Used to drive through just to feel like I was underwater.",sully_hint_seaport_q5.mp3,120
sully,gauntlet,lifeline,"Alright, I'll give you this one. But only one. You're on your own after this.",sully_gauntlet_lifeline.mp3,79
sully,gauntlet,halfway,"Halfway there, kid. Keep your head in it.",sully_gauntlet_halfway.mp3,41
sully,gauntlet,final,"Last one. Everything you've learned comes down to this.",sully_gauntlet_final.mp3,56
sully,gauntlet,streak_3,"Three in a row. You're finding your rhythm now.",sully_gauntlet_streak3.mp3,49
sully,gauntlet,streak_5,"Five straight. Maybe you did learn something from me after all.",sully_gauntlet_streak5.mp3,65
sully,gauntlet,wrong,"Shake it off. Plenty of questions left.",sully_gauntlet_wrong.mp3,39
brendan,race,start_1,"Oh it's ON now! Let's see what you got, cuz!",brendan_race_start_1.mp3,46
brendan,race,start_2,"Race time! Hope you're ready to eat my dust!",brendan_race_start_2.mp3,46
brendan,race,start_3,"Yo yo yo! Same question, same time. Let's gooo!",brendan_race_start_3.mp3,49
brendan,race,win_1,"YOOOO let's GO! Too slow, cuz!",brendan_race_win_1.mp3,32
brendan,race,win_2,"Victory is MINE! Better luck next time!",brendan_race_win_2.mp3,40
brendan,race,win_3,"Brendan: 1, You: 0! Get rekt!",brendan_race_win_3.mp3,31
brendan,race,loss_1,"Aight aight, you got that one. Won't happen again tho!",brendan_race_loss_1.mp3,56
brendan,race,loss_2,"Okay okay, respect. But I'm coming for you!",brendan_race_loss_2.mp3,45
brendan,race,loss_3,"Beginner's luck, cuz. Don't get cocky!",brendan_race_loss_3.mp3,39
brendan,steal,attempt_1,"Wait, are you trying to steal MY key?! Oh it's personal now!",brendan_steal_attempt_1.mp3,62
brendan,steal,attempt_2,"Yo hold up, don't even THINK about taking what's mine!",brendan_steal_attempt_2.mp3,56
brendan,steal,attempt_3,"Oh so THAT'S how it's gonna be? Game on!",brendan_steal_attempt_3.mp3,43
brendan,steal,success_1,"Bruh... I can't believe you actually did that",brendan_steal_success_1.mp3,46
brendan,steal,success_2,"Fine, take it. But this means WAR!",brendan_steal_success_2.mp3,36
brendan,steal,success_3,"Okay that was actually impressive. Don't let it go to your head.",brendan_steal_success_3.mp3,65
brendan,steal,fail_1,"HA! Nice try but you can't touch this!",brendan_steal_fail_1.mp3,40
brendan,steal,fail_2,"What did you THINK was gonna happen?",brendan_steal_fail_2.mp3,38
brendan,steal,fail_3,"My key stays with ME, cuz!",brendan_steal_fail_3.mp3,28
brendan,location,complete_1,"Oh word? You finished that one? Aight, not bad!",brendan_location_complete_1.mp3,49
brendan,location,complete_2,"Keep it up! But I'm still ahead... probably.",brendan_location_complete_2.mp3,46
brendan,location,complete_3,"Nice work! Don't celebrate too hard tho, we got more to go!",brendan_location_complete_3.mp3,61
brendan,location,fail_1,"Yo you good? That one was rough to watch...",brendan_location_fail_1.mp3,45
brendan,location,fail_2,"Don't sweat it, happens to the best of us!",brendan_location_fail_2.mp3,44
brendan,location,fail_3,"Shake it off, cuz! You got the next one!",brendan_location_fail_3.mp3,42
brendan,gauntlet,start_1,"THE GAUNTLET! This is it, fam! Let's see who's really got what it takes!",brendan_gauntlet_start_1.mp3,74
brendan,gauntlet,start_2,"Gauntlet time! May the best O'Brien win! (That's me btw)",brendan_gauntlet_start_2.mp3,58
brendan,gauntlet,start_3,"Final stretch! Time to show what we're made of!",brendan_gauntlet_start_3.mp3,49
brendan,interruption,1,"Yo cuz! Just wanted to say you're killing it out there!",brendan_interruption_1.mp3,57
brendan,interruption,2,"Quick check-in: don't forget to breathe lol",brendan_interruption_2.mp3,45
brendan,interruption,3,"Bro I heard Maeve's doing good. We gotta step it up!",brendan_interruption_3.mp3,54
brendan,interruption,4,"Remember that time we got lost in the North End? Good times.",brendan_interruption_4.mp3,62
brendan,interruption,5,"Mom says hi. She also says she bet on you to win. No pressure!",brendan_interruption_5.mp3,64
brendan,interruption,6,"This trivia is wild! Some of these questions are HARD.",brendan_interruption_6.mp3,56
brendan,interruption,7,"You got this! Channel your inner O'Brien!",brendan_interruption_7.mp3,42
brendan,interruption,8,"Just saw your score. Impressive! But I'm catching up!",brendan_interruption_8.mp3,55
brendan,interruption,9,"Don't get distracted by my texts... okay that's exactly what this is doing. My bad!",brendan_interruption_9.mp3,85
brendan,interruption,10,"Fun fact: I totally knew that last answer. Would've crushed it.",brendan_interruption_10.mp3,64
brendan,lifeline,intro_1,"Aight lemme think about this one...",brendan_lifeline_intro_1.mp3,36
brendan,lifeline,intro_2,"Oh snap, you need help? I gotchu!",brendan_lifeline_intro_2.mp3,35
brendan,lifeline,intro_3,"Okay okay, let me use my big brain for a sec...",brendan_lifeline_intro_3.mp3,49
brendan,lifeline,intro_4,"Help mode activated! Let's figure this out!",brendan_lifeline_intro_4.mp3,45
brendan,lifeline,response_1,"I'm like 60% sure it's that one. Maybe 70%? Just go with it!",brendan_lifeline_response_1.mp3,63
brendan,lifeline,response_2,"Okay hear me out - I think it's that one. Trust me bro!",brendan_lifeline_response_2.mp3,57
brendan,lifeline,response_3,"My gut says that one. And my gut is usually right... ish.",brendan_lifeline_response_3.mp3,59
brendan,lifeline,response_4,"Pretty sure it's that one! Don't @ me if I'm wrong tho",brendan_lifeline_response_4.mp3,56
brendan,location_specific,southie,"Southie is MY territory, cuz! This is where I grew up!",brendan_location_southie.mp3,56
brendan,location_specific,north_end,"All those pizzas are finally paying off! I know this place!",brendan_location_north_end.mp3,61
brendan,location_specific,fenway,"RED SOX BABY! This is gonna be easy mode for me!",brendan_location_fenway.mp3,50
brendan,location_specific,beacon_hill,"Fancy neighborhood = fancy questions. I'm nervous ngl",brendan_location_beacon_hill.mp3,55
brendan,location_specific,charlestown,"Bunker Hill! Revolutionary War stuff! ...I slept through that class",brendan_location_charlestown.mp3,68
brendan,location_specific,back_bay,"Back Bay vibes. Lots of shopping here. Not much trivia knowledge tho.",brendan_location_back_bay.mp3,70
brendan,location_specific,cambridge,"Harvard and MIT territory. Big brain required. I'm sweating.",brendan_location_cambridge.mp3,62
brendan,location_specific,dorchester,"Dot! Got some family out here. Let's see what I remember!",brendan_location_dorchester.mp3,59
brendan,location_specific,downtown,"Downtown crossing! Freedom Trail stuff! I did that walk once!",brendan_location_downtown.mp3,63
brendan,location_specific,seaport,"Seaport is all new and fancy now. Modern Boston questions maybe?",brendan_location_seaport.mp3,66
maeve,race,start_1,"A race? Interesting. Let's see how this plays out.",maeve_race_start_1.mp3,51
maeve,race,start_2,"Same question, head to head. I accept this challenge.",maeve_race_start_2.mp3,54
maeve,race,start_3,"May the more prepared cousin win.",maeve_race_start_3.mp3,34
maeve,race,win_1,"That was close. Well played.",maeve_race_win_1.mp3,28
maeve,race,win_2,"I had a feeling about that one. Good effort though.",maeve_race_win_2.mp3,52
maeve,race,win_3,"Preparation meets opportunity. Better luck next time.",maeve_race_win_3.mp3,54
maeve,race,loss_1,"Impressive. You've clearly been studying.",maeve_race_loss_1.mp3,41
maeve,race,loss_2,"Well done. I underestimated you.",maeve_race_loss_2.mp3,33
maeve,race,loss_3,"I'll remember this one. You earned that.",maeve_race_loss_3.mp3,41
maeve,steal,attempt_1,"An opportunistic move. Let's see if you can back it up.",maeve_steal_attempt_1.mp3,56
maeve,steal,attempt_2,"Trying to steal from me? Bold strategy.",maeve_steal_attempt_2.mp3,40
maeve,steal,attempt_3,"I suppose turnabout is fair play. Show me what you've got.",maeve_steal_attempt_3.mp3,58
maeve,steal,success_1,"Well played. I'll earn it back.",maeve_steal_success_1.mp3,32
maeve,steal,success_2,"That hurt, but I respect the move.",maeve_steal_success_2.mp3,36
maeve,steal,success_3,"Consider me properly motivated now.",maeve_steal_success_3.mp3,36
maeve,steal,fail_1,"Nice try, but you'll have to do better than that.",maeve_steal_fail_1.mp3,50
maeve,steal,fail_2,"My preparation paid off there.",maeve_steal_fail_2.mp3,31
maeve,steal,fail_3,"Perhaps stick to earning your own keys?",maeve_steal_fail_3.mp3,40
maeve,location,complete_1,"Nicely done. You're showing real knowledge.",maeve_location_complete_1.mp3,44
maeve,location,complete_2,"Another key earned. The competition tightens.",maeve_location_complete_2.mp3,46
maeve,location,complete_3,"Solid performance. I expected nothing less from family.",maeve_location_complete_3.mp3,56
maeve,location,fail_1,"That was a tough location. Don't be too hard on yourself.",maeve_location_fail_1.mp3,58
maeve,location,fail_2,"We all have our off moments. Regroup and refocus.",maeve_location_fail_2.mp3,51
maeve,location,fail_3,"Remember: this is a marathon, not a sprint.",maeve_location_fail_3.mp3,44
maeve,gauntlet,start_1,"The gauntlet. This is what we've been building toward.",maeve_gauntlet_start_1.mp3,55
maeve,gauntlet,start_2,"Ten questions. Everything on the line. Let's do this properly.",maeve_gauntlet_start_2.mp3,63
maeve,gauntlet,start_3,"May we all represent the O'Brien name with dignity.",maeve_gauntlet_start_3.mp3,52
maeve,interruption,1,"Just checking in. How are you holding up?",maeve_interruption_1.mp3,42
maeve,interruption,2,"Quick tip: the North End questions are mostly food history. Trust your instincts.",maeve_interruption_2.mp3,81
maeve,interruption,3,"I know we're competing, but... good luck. Genuinely.",maeve_interruption_3.mp3,52
maeve,interruption,4,"Brendan keeps texting me updates about you. He's actually rooting for you.",maeve_interruption_4.mp3,74
maeve,interruption,5,"Take your time with the harder questions. Rushing leads to mistakes.",maeve_interruption_5.mp3,69
maeve,interruption,6,"You're doing better than you probably think.",maeve_interruption_6.mp3,45
maeve,interruption,7,"Remember our study sessions? This is what they were for.",maeve_interruption_7.mp3,57
maeve,interruption,8,"Cambridge has some tricky MIT questions. Be careful.",maeve_interruption_8.mp3,53
maeve,interruption,9,"I respect how seriously you're taking this.",maeve_interruption_9.mp3,44
maeve,interruption,10,"Win or lose, this has been fun. In its own way.",maeve_interruption_10.mp3,48
maeve,lifeline,intro_1,"Let me think about this carefully...",maeve_lifeline_intro_1.mp3,37
maeve,lifeline,intro_2,"Hmm, interesting question. Give me a moment.",maeve_lifeline_intro_2.mp3,45
maeve,lifeline,intro_3,"I want to give you an accurate answer. Let me consider...",maeve_lifeline_intro_3.mp3,58
maeve,lifeline,intro_4,"Processing... okay, here's my analysis.",maeve_lifeline_intro_4.mp3,40
maeve,lifeline,response_1,"I'm fairly confident it's that one. The reasoning is solid.",maeve_lifeline_response_1.mp3,60
maeve,lifeline,response_2,"Based on what I know, that one seems most likely.",maeve_lifeline_response_2.mp3,50
maeve,lifeline,response_3,"I'd go with that one, but let me think on it more...",maeve_lifeline_response_3.mp3,54
maeve,lifeline,response_4,"My educated guess is that one. I'll call you back if I reconsider.",maeve_lifeline_response_4.mp3,68
maeve,lifeline,callback_1,"Wait - I thought about it more. I think it might actually be the other one.",maeve_lifeline_callback_1.mp3,76
maeve,lifeline,callback_2,"Okay, update: after more consideration, that one is probably right.",maeve_lifeline_callback_2.mp3,68
maeve,lifeline,callback_3,"I second-guessed myself and I think that one is the better answer.",maeve_lifeline_callback_3.mp3,67
maeve,lifeline,callback_4,"Correction incoming: that one. I'm more confident about this now.",maeve_lifeline_callback_4.mp3,66
maeve,location_specific,southie,"Ah, Southie. So many memories from visiting grandma.",maeve_location_southie.mp3,52
maeve,location_specific,north_end,"The Italian heritage questions should be interesting.",maeve_location_north_end.mp3,53
maeve,location_specific,fenway,"Sports trivia. Brendan's probably confident here.",maeve_location_fenway.mp3,50
maeve,location_specific,beacon_hill,"Historical and architectural. Right up my alley.",maeve_location_beacon_hill.mp3,49
maeve,location_specific,charlestown,"The historical significance here is remarkable.",maeve_location_charlestown.mp3,48
maeve,location_specific,back_bay,"Beautiful architecture. I've studied this area extensively.",maeve_location_back_bay.mp3,61
maeve,location_specific,cambridge,"Academic questions? Finally, my element.",maeve_location_cambridge.mp3,40
maeve,location_specific,dorchester,"Diverse neighborhood with rich history. Interesting section.",maeve_location_dorchester.mp3,61
maeve,location_specific,downtown,"The heart of Boston's history. I'm ready for this.",maeve_location_downtown.mp3,51
maeve,location_specific,seaport,"The transformation of this area has been fascinating.",maeve_location_seaport.mp3,54
danny,intro,greeting,"Hi, uh, sorry to bother you. I'm Danny. Sully's nephew? Great-nephew? Something like that.",danny_intro.mp3,92
colleen,intro,greeting,"Let's skip the small talk. I'm Colleen. You have something I need.",colleen_intro.mp3,68
fitz,intro,greeting,"The name's Fitz. And before you ask — yes, I know about the tunnels under the city.",fitz_intro.mp3,87
meg,intro,greeting,"Meg. Here for the key. Can we make this quick?",meg_intro.mp3,48
shared_npc,intro,line_1,"Well, well. Another O'Brien looking for a key.",npc_shared_intro_1.mp3,47
shared_npc,intro,line_2,"Sully told me you might come by.",npc_shared_intro_2.mp3,33
shared_npc,intro,line_3,"Let's see if you know your Boston. Five questions. Get three right.",npc_shared_intro_3.mp3,69
shared_npc,success,line_1,"Not bad, kid. Not bad at all.",npc_shared_success_1.mp3,30
shared_npc,success,line_2,"Sully would've been proud. Here's your key.",npc_shared_success_2.mp3,44
shared_npc,failure,line_1,"That's... not great.",npc_shared_failure_1.mp3,20
shared_npc,failure,line_2,"You want another shot? Redemption challenge?",npc_shared_failure_2.mp3,45
rita,hint,southie_q1,"Oh, come on. Everyone in Southie knows this. 1974. Courts, judges, buses. Think about what tore this neighborhood apart.",rita_hint_southie_q1.mp3,120
rita,hint,southie_q2,"March 17th. Broadway. Been running since before your grandmother was born. Biggest parade in Boston.",rita_hint_southie_q2.mp3,100
rita,hint,southie_q3,"Carson, L Street, M Street. Those are our beaches. That other one's up north. Way north.",rita_hint_southie_q3.mp3,91
rita,hint,southie_q4,"Everyone knew who ran things around here. I never said his name. Nobody did. First name starts with W.",rita_hint_southie_q4.mp3,104
rita,hint,southie_q5,"Crazy people who swim in the ocean year-round. L Street Bathhouse. They've been doing it since 1902.",rita_hint_southie_q5.mp3,102
rita,hint,southie_alt1,"Scorsese film. DiCaprio. Nicholson. Won Best Picture. Everyone in Hollywood wanted to play a gangster from Southie.",rita_hint_southie_alt1.mp3,116
rita,hint,southie_alt2,"March 17th is convenient, isn't it? St. Patrick's Day AND Evacuation Day. State holiday. Banks close.",rita_hint_southie_alt2.mp3,103
rita,hint,southie_alt3,"Castle Island has a fort. Named after a Revolutionary War hero. Think about independence.",rita_hint_southie_alt3.mp3,90
rita,hint,southie_alt4,"We're not 'Townies' - that's Charlestown. Think about what you call THIS neighborhood.",rita_hint_southie_alt4.mp3,88
rita,hint,southie_alt5,"Three floors. Three families. Working-class architecture. Hyphenated name.",rita_hint_southie_alt5.mp3,75
rita,reaction,southie_q1_correct,"Sully lived through '74. Said it tore the neighborhood apart. But we survived. We always do.",rita_reaction_southie_q1_correct.mp3,93
rita,reaction,southie_q1_wrong,"You don't know about the busing crisis? And you want to own a bar in Southie?",rita_reaction_southie_q1_wrong.mp3,80
rita,reaction,southie_q2_correct,"Every March, this neighborhood becomes the center of the universe. Been running since 1901.",rita_reaction_southie_q2_correct.mp3,93
rita,reaction,southie_q2_wrong,"Broadway, kid. The parade's been running since 1901. Sully never missed one.",rita_reaction_southie_q2_wrong.mp3,78
rita,reaction,southie_q3_correct,"Carson, L Street, M Street... take your pick. Sully swam at all of 'em. In January.",rita_reaction_southie_q3_correct.mp3,86
rita,reaction,southie_q3_wrong,"Revere Beach is up north. Carson, L Street, M Street, Pleasure Bay - those are ours.",rita_reaction_southie_q3_wrong.mp3,87
rita,reaction,southie_q4_correct,"Whitey. Everyone knew. Nobody talked. That's how things worked back then.",rita_reaction_southie_q4_correct.mp3,75
rita,reaction,southie_q4_wrong,"Whitey Bulger. And if Sully were here, he'd tell you he never met the man. Whether that's true... well.",rita_reaction_southie_q4_wrong.mp3,105
rita,reaction,southie_q5_correct,"They've been doing it since 1902. Sully did it once. Said never again.",rita_reaction_southie_q5_correct.mp3,72
rita,reaction,southie_q5_wrong,"L Street Brownies. They've been jumping in the ocean every day since 1902. Even in February.",rita_reaction_southie_q5_wrong.mp3,94
enzo,hint,north_end_q1,"The lanterns. Old North Church. 'One if by land, two if by sea.' Every schoolkid knows this.",enzo_hint_north_end_q1.mp3,95
enzo,hint,north_end_q2,"Mike's Pastry. Been there since the 1940s. Modern came later. The cannoli war started early.",enzo_hint_north_end_q2.mp3,93
enzo,hint,north_end_q3,"This neighborhood is OLD. Before the Common was a park. Early 1630s. Think about that.",enzo_hint_north_end_q3.mp3,89
enzo,hint,north_end_q4,"Famous patriot. Silversmith. Midnight ride. His house is still here. You've probably walked past it.",enzo_hint_north_end_q4.mp3,103
enzo,hint,north_end_q5,"Religious festivals all summer. They carry the saint through the streets. August is the big one. The Fishermen's Feast.",enzo_hint_north_end_q5.mp3,121
enzo,hint,north_end_alt1,"1919. January. Something sweet killed over 20 people. A tank burst. The cleanup took forever.",enzo_hint_north_end_alt1.mp3,94
enzo,hint,north_end_alt2,"The copper on the State House dome. Paul Revere's company did that work. He wasn't just a rider.",enzo_hint_north_end_alt2.mp3,99
enzo,hint,north_end_alt3,"Before my people came here, it was Irish. Before the Irish? Think about the original colonists.",enzo_hint_north_end_alt3.mp3,97
enzo,hint,north_end_alt4,"The tunnel under the harbor. Named after a senator who served for decades. Tip of the hat.",enzo_hint_north_end_alt4.mp3,93
enzo,hint,north_end_alt5,"They buried the Central Artery. The park on top is named after JFK's mother. Irish matriarch.",enzo_hint_north_end_alt5.mp3,95
enzo,reaction,north_end_q1_correct,"January 15, 1919. Thirty-five miles per hour. Two million gallons. They say you can still smell it on hot days.",enzo_reaction_north_end_q1_correct.mp3,113
enzo,reaction,north_end_q1_wrong,"January 15, 1919. Thirty-five miles per hour. My grandfather survived something that sounds made up but killed 21 people.",enzo_reaction_north_end_q1_wrong.mp3,122
enzo,reaction,north_end_q2_correct,"1680. Place has been standing since before the Witch Trials. Revere was its third owner.",enzo_reaction_north_end_q2_correct.mp3,91
enzo,reaction,north_end_q2_wrong,"1680. His house was old even when he bought it. Everything in this neighborhood has layers.",enzo_reaction_north_end_q2_wrong.mp3,93
enzo,reaction,north_end_q3_correct,"1919. Same year as the molasses flood. We've been feasting ever since. Sully's record was fourteen cannoli.",enzo_reaction_north_end_q3_correct.mp3,108
enzo,reaction,north_end_q3_wrong,"1919. Same year the molasses came. We start every tragedy with a feast. That's Italian.",enzo_reaction_north_end_q3_wrong.mp3,89
enzo,reaction,north_end_q4_correct,"Old North Church. And before you ask—yes, the steeple's been rebuilt twice. Hurricanes.",enzo_reaction_north_end_q4_correct.mp3,89
enzo,reaction,north_end_q4_wrong,"Old North Church. Christ Church is the official name. Everyone knows the poem, nobody knows the building.",enzo_reaction_north_end_q4_wrong.mp3,106
enzo,reaction,north_end_q5_correct,"The Irish. Then the Jews. Then us Italians. This neighborhood's seen more flags than the UN.",enzo_reaction_north_end_q5_correct.mp3,95
enzo,reaction,north_end_q5_wrong,"The Irish were here before us. Then came the Jews. Then my family in the 1890s. Layers, always layers.",enzo_reaction_north_end_q5_wrong.mp3,104
rita,intro,intro_1_1,"Well, well. Another O'Brien looking for a key.",rita_intro_1_1.mp3,46
rita,intro,intro_1_2,Sully told me you might come by.,rita_intro_1_2.mp3,32
danny,intro_response,intro_rita_1,"Hi, uh, sorry to bother you. I'm Danny. Sully's nephew? Great-nephew? Something like that.",danny_intro_rita_1.mp3,90
colleen,intro_response,intro_rita_1,Let's skip the small talk. I'm Colleen. You have something I need.,colleen_intro_rita_1.mp3,66
fitz,intro_response,intro_rita_1,"The name's Fitz. And before you ask — yes, I know about the tunnels under the city.",fitz_intro_rita_1.mp3,83
meg,intro_response,intro_rita_1,Meg. Here for the key. Can we make this quick?,meg_intro_rita_1.mp3,46
rita,intro,intro_1_3,Let's see if you know your Boston. Five questions. Get three right.,rita_intro_1_3.mp3,67
rita,intro,intro_2_1,"Ah, you must be one of Sully's. Got his stubborn look about you.",rita_intro_2_1.mp3,64
rita,intro,intro_2_2,"He said if anyone came asking, they better earn it.",rita_intro_2_2.mp3,51
danny,intro_response,intro_rita_2,"That sounds like him. I'm Danny. I, uh, hope I don't disappoint.",danny_intro_rita_2.mp3,64
colleen,intro_response,intro_rita_2,Colleen. And I don't plan on asking — I plan on taking.,colleen_intro_rita_2.mp3,55
fitz,intro_response,intro_rita_2,Fitz. Sully once told me this bar has a hidden basement. Is that true?,fitz_intro_rita_2.mp3,70
meg,intro_response,intro_rita_2,Meg. And I'm already tired. Let's do this.,meg_intro_rita_2.mp3,42
